DateTime,hostname,node_type,%usr,%sys,%iowait,%steal,%idle,%soft,%irq,proc/s,cswch/s,runq-sz,kbmemused,kbmemfree,%memused,kbcached,pgpgin/s,pgpgout/s,fault/s,tps,bread/s,bwrtn/s,await,avgqu-sz,%util,rxkB/s,txkB/s,rxpck/s,txpck/s,rxerr/s,txerr/s,ldavg-1,ldavg-5,ldavg-15
2024-01-01 00:00:00,compute-01,compute,38.11628896056285,6.574555219300232,3.5234787529876432,1.0516538910791275,22.232924651480435,0.8124693419027355,0.43675820083913786,44.41093097742839,4036.7387129079257,1.425927041885263,85010015.9600879,0.0,67.9896564111457,10555986.02455894,49.10760203870183,24.65285457216567,926.1062524844623,89.46480704377899,578.5322651423696,915.718425843975,3.8109606511550993,0.4826538666235638,18.828465332195027,5591.527812468109,7242.635326309019,2343.733146476349,2532.859336966482,0.07855564078228217,0.07234467888203246,14.24411290269732,12.981514339830891,11.477071400920517
2024-01-01 00:05:00,compute-01,compute,36.83976228083855,6.740417491317518,3.5686524539254396,1.0428060055211938,22.963296106123607,0.7743145493182444,0.43756371780544506,42.97715348642435,3960.546331943566,1.4741086046451288,83495904.72793062,0.0,68.32105978936185,10686994.84310987,47.903186474449996,23.461004314976872,864.8392007779252,87.9677608552844,562.760808204133,870.9162960260007,3.942123859525823,0.4688458427364407,18.44099167676673,5781.371158753355,7781.838014339429,2359.1395525364073,2625.119811139187,0.0888819758475828,0.08195785225597832,13.785937095853402,12.817980936734042,11.688180040693732
2024-01-01 00:10:00,compute-01,compute,36.67853427517112,6.664813317492286,3.542853159027358,1.032634136374803,23.018686853695044,0.7654913489219357,0.44170742553261655,44.81589277056448,3940.472417142592,1.432492496951217,83348587.84654741,0.0,68.23743247722284,10757004.090288578,46.24531272139019,24.289799877794096,851.0318942757563,86.1709666363879,594.8560276519263,906.8206581132654,3.8963903556283643,0.49079001337834677,18.464830044554315,5785.962597461329,8185.417097826201,2353.938327351186,2562.59852018651,0.08628341448274265,0.07453703722558763,13.665833459720679,13.016120747774615,11.529239064820196
2024-01-01 00:15:00,compute-01,compute,37.67928631397831,6.774375810362345,3.578489446524285,0.9985927933554936,22.255363310979,0.8060830934843465,0.42827012894474736,41.70808350194464,4022.0920783298225,1.4511220032528238,84444954.7239236,0.0,67.69783219461186,10916898.010339322,46.42514939316907,23.705619825388432,903.7740993354931,86.52727538426237,566.6627906890702,907.3505517768543,3.950594457316923,0.47172893990190723,19.273136012640112,5634.63654194811,7854.238958204838,2198.6339607807104,2720.064271625166,0.07188660891918405,0.07625039533304047,14.21510901446809,12.87699030620634,11.61765131189381
2024-01-01 00:20:00,compute-01,compute,36.615523238432196,6.706520203607418,3.503836749694483,1.0443392269507237,22.816098527787364,0.7854900943571014,0.4235411880973221,44.126649875819346,4021.3371886846803,1.4821537332028085,85280616.26810268,0.0,68.00897761928381,10881747.58295399,46.55715187526431,22.956613709842916,880.4572655911279,85.42794967393715,559.8172065459893,926.8761061154329,4.054025030379103,0.4819082412259314,17.751874423849415,5651.648546077941,7513.802081946342,2182.589084043683,2596.6613261924304,0.0822237497175071,0.07750429130409522,14.35644160545221,13.126189615355399,11.514058652605065
2024-01-01 00:25:00,compute-01,compute,37.58721246366869,6.714672059404807,3.617237310476364,1.031602256801299,22.06971852531011,0.7570741727875713,0.4347180381102988,44.95854835840542,4065.241383048955,1.4318264029633123,85400614.61294077,0.0,67.09083740623858,10481701.487021025,45.387232276768366,25.68061502876949,901.1273564824061,85.21981851956639,570.831014645773,900.6648859927216,4.099188031258084,0.4861047381544638,18.411974290943625,5736.729776281994,7590.138576400361,2191.808636632844,2573.8200203600563,0.08512549401338972,0.06820749096340999,14.133861210878052,12.811287363745933,11.258333439163856
2024-01-01 00:30:00,compute-01,compute,37.11429016038003,6.769796221130532,3.6466000020385807,1.0310635352462254,22.008892085598738,0.7592036592818543,0.4300671422820832,44.347624989514564,3941.5186258393733,1.4647891884699302,85203576.5046864,0.0,68.51174912834975,10621877.891022498,47.48484634566382,24.91083007319607,918.4029980684686,92.48635393343842,566.7182084282556,917.0423545935892,3.881940571305875,0.46662899551802317,19.344794274358176,5727.318990180066,7711.788716902231,2264.715120077089,2534.3270429921668,0.0774079743013438,0.07976207666556336,14.34987717400817,12.85649346075867,11.412436189223925
2024-01-01 00:35:00,compute-01,compute,38.91768357831577,6.737140009175228,3.6020951599585995,1.0348864949163605,21.15565882052055,0.7673953785796971,0.43101148949646806,43.423858709649224,4115.336232221886,1.4038907737354736,85688847.43727876,0.0,68.04643297674012,10685999.241868645,47.498133760323256,23.70029684566785,893.0766997453061,86.8351157272089,586.2917239627228,912.8694980155152,4.036874758691226,0.4829734052581859,18.884484422120117,5769.192231464517,8198.08517874768,2277.01855912153,2658.5691457277303,0.08250228704298498,0.08727755414089022,13.68135351662679,12.451680024712184,11.510669274851205
2024-01-01 00:40:00,compute-01,compute,37.466743276298686,6.71624504984397,3.6858571472333375,1.0197021124044365,22.074727588233877,0.7839559362533165,0.429992903832978,44.928586861800056,3897.214931355803,1.3951932649470054,84999437.12926252,0.0,67.93789944144751,10801371.963811848,48.63061896797493,24.07785244681188,881.2489519373993,87.88020273038387,589.6043570182038,892.3565590139087,4.082108055857118,0.4896897506334504,18.64704688711943,5787.955696364309,8267.050603931853,2311.342959195825,2595.4510686737813,0.08350163824123251,0.0748567684164997,14.42463539722061,12.67493207815983,11.521495697479715
2024-01-01 00:45:00,compute-01,compute,36.98603207404781,6.7302118616731255,3.6016068840243887,1.0580137678454036,23.609994869584078,0.7861216701623578,0.42861044349292826,42.914611432528716,4084.577128076549,1.506170418622221,84768859.31279479,0.0,67.63038903895804,10570457.481029287,50.16152883733821,24.612398934569928,890.8027017619359,88.37642752614732,579.303703319838,857.024161528808,3.9731317825686774,0.4830548157069525,19.06583965614237,5873.368619162281,7654.0628628335935,2388.1016939790184,2602.330865835055,0.080853700676601,0.0714097402216197,13.973899100863438,12.700935988421042,11.331230093963807
